method,dimension,lo,hi,tp,fp,fn,tn,valid,gt_occupied,pred_occupied,iou,precision,recall,fpr,prevalence,volume_ratio
seed1,gt_distance,5,inf,0,4348055,0,8759644,13107699,0,4348055,0.0,0.0,0.0,0.3317176416699834,0.0,0.0
seed2,height,-inf,0,6879321,10449420,5537635,24617332,47483708,12416956,17328741,0.30084876589101833,0.39698908304994573,0.5540263652379859,0.2979865372190729,0.26149929150436185,1.3955707824043186
seed2,height,0,1,389745,832626,3485834,28776215,33484420,3875579,1222371,0.08277995541825388,0.31884346078236475,0.10056432858161322,0.02812085755062145,0.11574275439144534,0.31540345326466057
seed2,height,1,2,108587,860473,1877260,35419831,38266151,1985847,969060,0.038149962056269145,0.11205394918787279,0.054680446177374185,0.02371735914892003,0.05189565577159825,0.4879832132082683
seed2,height,2,3,23778,1205770,417689,45902475,47549712,441467,1229548,0.014435081290670377,0.019338813938130108,0.0538613305184759,0.025595731702592613,0.009284325423464183,2.7851413582442177
seed2,height,3,inf,4964,19767603,38117,53210463,73021147,43081,19772567,0.0002505718631421308,0.00025105490855082194,0.11522480908056916,0.2708704694914771,0.0005899797766803087,458.9625821127643
seed2,range,0,10,1140913,2756880,533969,14054587,18486349,1674882,3897793,0.25744004303480195,0.2927074372600084,0.6811900778681722,0.16398806838213464,0.09060101591720464,2.327204543364846
seed2,range,10,20,2499425,7895146,1783759,33941287,46119617,4283184,10394571,0.2052354468962493,0.24045484897837535,0.5835436908617514,0.18871460671611273,0.09287119622003799,2.426832702027277
seed2,range,20,30,1958579,8519079,2698287,47425183,60601128,4656866,10477658,0.1486480855832352,0.18692908281602624,0.42057877551125583,0.15227797624714398,0.07684454322368389,2.2499376189909697
seed2,range,30,40,1086560,5361869,2859263,40822930,50130622,3945823,6448429,0.11673785509877208,0.16849995557057384,0.275369675730513,0.11609596915210132,0.07871083267229359,1.6342418299046866
seed2,range,40,inf,720918,8582918,3481257,51682329,64467422,4202175,9303836,0.05638738803073235,0.0774861035813615,0.17155830016598547,0.14241902966065997,0.06518292293431557,2.214052484725172
seed2,boundary,0,0.4,1909857,18336929,277082,11622165,32146033,2186939,20246786,0.09305541236184134,0.09432889743586957,0.8733014501090337,0.6120655384305013,0.06803138041947508,9.258047892510948
seed2,boundary,0.4,1,3905060,8793747,1388590,35994300,50081697,5293650,12698807,0.2772023816749113,0.30751392630819574,0.7376876068497161,0.1963413809939067,0.10570029206478367,2.3988754451087626
seed2,boundary,1,2,1113353,4073133,4697884,69821917,79706287,5811237,5186486,0.11263773007283216,0.21466422545052663,0.1915862319846876,0.055120512131732774,0.07290813835049173,0.8924925966708981
seed2,boundary,2,inf,478125,1912083,4992979,70487934,77871121,5471104,2390208,0.06475861982095266,0.2000348923608322,0.0873909543667969,0.02640997998660691,0.07025844664545153,0.43687855321339164
seed2,gt_distance,0,0.4,7406395,3292921,11356535,10402829,32458680,18762930,10699316,0.33580182419621896,0.6922306996073394,0.39473552371617865,0.24043378420312872,0.5780558543970364,0.5702369512650742
seed2,gt_distance,0.4,1,0,5182027,0,34325868,39507895,0,5182027,0.0,0.0,0.0,0.13116434069696703,0.0,0.0
seed2,gt_distance,1,2,0,5387498,0,57870741,63258239,0,5387498,0.0,0.0,0.0,0.0851667400984716,0.0,0.0
seed2,gt_distance,2,5,0,15524784,0,75947841,91472625,0,15524784,0.0,0.0,0.0,0.16972054754086263,0.0,0.0
seed2,gt_distance,5,inf,0,3728662,0,9379037,13107699,0,3728662,0.0,0.0,0.0,0.2844635049980931,0.0,0.0
