clip_id,block,anchor,s_oracle,s_oracle_anchor_only,s_oracle_voxel_centre,ok,n_valid_lidar_px,s_C0,s_C3,s_A,s_B,absrel_C0,absrel_C3,absrel_A,absrel_B,absrel_OR
2013_05_28_drive_0006_sync_000110,0,110,17.072799575696017,15.524146196556723,15.799036509992769,1,100319,27.3665,24.90557318049713,20.26984692521266,16.72083786367726,0.5999749737531985,0.4584394927640615,0.20169702959021574,0.10167688980308126,0.10359680157195791
2013_05_28_drive_0006_sync_000115,0,115,16.00957903482914,15.769889610176689,16.60656374116203,1,98324,27.3665,23.289988332193087,17.93239997524375,15.920258430437858,0.6923655363865927,0.4429375783564358,0.13654030455258528,0.07982249215573764,0.08016327568733446
2013_05_28_drive_0006_sync_000120,0,120,15.689594111890942,16.106899306758674,17.213287849653764,1,97721,27.3665,23.20934022962248,17.08173120064609,15.356773911544522,0.7354509465676391,0.47486693147523334,0.10806505954717904,0.06885500242898335,0.0656378455829175
2013_05_28_drive_0006_sync_000125,0,125,15.061673810548807,15.228867783719933,16.49515933426378,1,95386,27.3665,22.420601039850663,16.37286763251582,14.843899698489631,0.8100675037317031,0.48694065851472346,0.11358179733458226,0.07558499544098106,0.0743593711603497
2013_05_28_drive_0006_sync_000130,0,130,13.893210576232148,13.89241705404834,14.031223089913771,1,91130,27.3665,20.25879201226812,15.02985924030172,13.741323521562773,0.9797620339570413,0.47409046398550414,0.11602045657087032,0.0727779233203055,0.07230790403320084
2013_05_28_drive_0006_sync_000135,0,135,12.787112814337553,12.745299355777798,13.267538629778299,1,90657,27.3665,18.80966060099145,13.981517715867993,12.962129913221029,1.1376754009763443,0.4787951497839354,0.12339406605749481,0.07603609232734407,0.07413707307622325
2013_05_28_drive_0006_sync_000140,1,140,11.639266217844547,11.405608505754676,11.825490699005908,1,92667,27.3665,17.5593021127028,13.555893577188941,12.108552239441417,1.3293786427810834,0.5045685158640786,0.1799946112162792,0.08435538502937476,0.07264129636837256
2013_05_28_drive_0006_sync_000145,1,145,9.99984284742676,9.922413980605743,10.507767089207407,1,91626,27.3665,16.933421369667208,12.190234570605911,10.709807049882881,1.6745340309380314,0.6607035257421306,0.21239583295725195,0.09734910414019947,0.0809034472948995
2013_05_28_drive_0006_sync_000150,1,150,9.610946483410572,9.58519462079588,10.092895820679653,1,91599,27.3665,17.163078809397607,12.170994888117285,10.5454942147943,1.7834991489129521,0.7495771467431604,0.25115541823883464,0.10411729592168004,0.07037902820940901
2013_05_28_drive_0006_sync_000155,1,155,9.640093005991963,9.964679716155885,10.09696130240162,1,90091,27.3665,17.263468672753422,12.28234577922078,10.632553504257606,1.7576049479664135,0.7410043052093968,0.2483538004477463,0.10467312536133447,0.07307403072276719
