clip_id,block,variant,s_c0,s_c3,a_clip,n_support_px,ok
2013_05_28_drive_0006_sync_001195,11,C0C3,27.3665,26.286123903260158,-0.040278445929288864,294535,1
2013_05_28_drive_0006_sync_001200,11,C0C3,27.3665,25.43237412351978,-0.07329670339822769,296291,1
2013_05_28_drive_0006_sync_001205,11,C0C3,27.3665,26.17147988614095,-0.04464937373995781,291443,1
2013_05_28_drive_0006_sync_001210,11,C0C3,27.3665,26.131361859777563,-0.04618344083428383,299666,1
2013_05_28_drive_0006_sync_001215,11,C0C3,27.3665,26.7445089896356,-0.0229904567822814,306544,1
2013_05_28_drive_0006_sync_001220,11,C0C3,27.3665,27.430600145002863,0.002339546219445765,305460,1
2013_05_28_drive_0006_sync_001225,11,C0C3,27.3665,27.330001207517494,-0.0013345935149118304,311855,1
2013_05_28_drive_0006_sync_001230,11,C0C3,27.3665,27.643893519165513,0.010085216723382473,320324,1
2013_05_28_drive_0006_sync_001235,11,C0C3,27.3665,28.043830520593676,0.024449024349451065,322623,1
2013_05_28_drive_0006_sync_001240,11,C0C3,27.3665,27.88172786210424,0.018651921302080154,326245,1
2013_05_28_drive_0006_sync_001245,11,C0C3,27.3665,28.099599274138622,0.026435677893459797,328362,1
2013_05_28_drive_0006_sync_001250,11,C0C3,27.3665,29.270105913157597,0.06724708154797554,324388,1
2013_05_28_drive_0006_sync_001255,11,C0C3,27.3665,29.878405495919605,0.08781635761260986,320757,1
2013_05_28_drive_0006_sync_001260,11,C0C3,27.3665,29.969741945913526,0.09086863324046135,316928,1
2013_05_28_drive_0006_sync_001265,11,C0C3,27.3665,30.235196938340636,0.09968706965446472,321327,1
2013_05_28_drive_0006_sync_001270,11,C0C3,27.3665,31.04122339661607,0.12599647045135498,324457,1
2013_05_28_drive_0006_sync_001275,11,C0C3,27.3665,31.302416040145644,0.1343756467103958,319665,1
2013_05_28_drive_0006_sync_001280,11,C0C3,27.3665,29.70040344168828,0.08184099197387695,316041,1
2013_05_28_drive_0006_sync_001285,11,C0C3,27.3665,28.12503381447071,0.027340425178408623,315405,1
2013_05_28_drive_0006_sync_001290,11,C0C3,27.3665,27.167304686690798,-0.007305420935153961,310506,1
2013_05_28_drive_0006_sync_001295,12,C0C3,27.3665,25.627042689534182,-0.06567148864269257,302658,1
2013_05_28_drive_0006_sync_001300,12,C0C3,27.3665,24.742068359092745,-0.10081467032432556,310855,1
2013_05_28_drive_0006_sync_001305,12,C0C3,27.3665,23.251400673694423,-0.16295426338911057,306978,1
2013_05_28_drive_0006_sync_001310,12,C0C3,27.3665,24.663450498352624,-0.10399722680449486,307888,1
2013_05_28_drive_0006_sync_001315,12,C0C3,27.3665,25.911681830626684,-0.0546257346868515,310327,1
2013_05_28_drive_0006_sync_001320,12,C0C3,27.3665,26.3065250583621,-0.03950262814760208,309733,1
2013_05_28_drive_0006_sync_001325,12,C0C3,27.3665,26.571673972138413,-0.029473877511918545,308684,1
2013_05_28_drive_0006_sync_001330,12,C0C3,27.3665,27.071208866536484,-0.0108488779515028,308863,1
2013_05_28_drive_0006_sync_001335,12,C0C3,27.3665,27.30895447559267,-0.0021049864590168,304687,1
2013_05_28_drive_0006_sync_001340,12,C0C3,27.3665,27.884370481168112,0.018746696412563324,309275,1
2013_05_28_drive_0006_sync_001345,12,C0C3,27.3665,28.27712776673229,0.03273363411426544,307534,1
2013_05_28_drive_0006_sync_001350,12,C0C3,27.3665,27.7092443649594,0.012446451466530561,314736,1
2013_05_28_drive_0006_sync_001355,12,C0C3,27.3665,26.65375374297356,-0.02638964354991913,315117,1
2013_05_28_drive_0006_sync_001360,12,C0C3,27.3665,26.194530370844188,-0.04376901313662529,312379,1
2013_05_28_drive_0006_sync_001365,12,C0C3,27.3665,24.911799900759142,-0.09397805482149124,309418,1
2013_05_28_drive_0006_sync_001370,12,C0C3,27.3665,24.608061349203094,-0.10624555125832558,297806,1
